  438 Bet Ret                03 44 12.0   -64 48 25    3.85  W      star K2III
  439                        21 50 00.1   -64 42 45    5.62         star K0III
  440                        11 51 51.2   -65 12 21    4.90  W      star B4V
  441                        18 45 26.8   -64 52 16    4.79         star A5IV
  442                        15 58 58.1   -65 02 16    5.75  W      star B7III
  443                        21 18 00.2   -64 40 54    6.31         star B8V
  444                        13 16 44.8   -65 08 18    6.07         star F5V
  445 Ups Car                09 47 06.7   -65 04 20    6.26  W      star B7III
  446 Ups Car                09 47 06.1   -65 04 19    3.01  W      star A6I
  447                        10 40 11.3   -65 06 01    5.52         star B9
  448 Alp Cir                14 42 30.4   -64 58 31    3.19  W      star A0
  449                        09 36 05.1   -64 57 02    6.56         star A2V
  450                        09 26 44.2   -64 55 47    6.05         star A3V
  451 Eta Pav                17 45 43.9   -64 43 26    3.62         star K2II
  452                        18 42 22.4   -64 38 34    6.37         star A5V
  453                        23 44 12.0   -64 24 16    5.72         star K2II
  454                        11 23 21.8   -64 57 18    5.11  W      star B5V
  456                        02 54 20.9   -64 26 07    6.56         star K2III
  457                        01 25 05.3   -64 22 10    5.93         star K5III
  458                        18 43 37.1   -64 33 04    5.78         star K0III
  459 Eta Tuc                23 57 35.2   -64 17 54    5.00         star A1V
  460                        11 06 24.2   -64 50 23    6.41         star A3V
  461                        18 07 48.3   -64 32 59    6.41         star K2III
  462                        02 28 04.4   -64 17 59    6.37         star A0V
  463                        02 39 31.7   -64 16 54    6.55         star B8V
  464                        05 54 11.9   -64 28 56    6.63         star F0III
  465                        08 25 51.6   -64 36 03    5.97         star G8III
  466                        10 19 04.8   -64 40 34    5.67  W      star A1V
  467                        13 29 07.6   -64 40 32    6.11         star A0
  468                        07 28 51.3   -64 30 36    6.39         star K5III
  469                        15 27 33.1   -64 31 53    5.71         star K5III
  470                        04 07 21.6   -64 13 21    6.38         star G3V
  471 Eta Cru                12 06 52.9   -64 36 49    4.15  W      star F2III
  472                        13 40 10.9   -64 34 36    5.79         star F3III
  473                        11 19 16.5   -64 34 56    5.99         star F6IV
  474                        09 06 07.6   -64 29 59    6.37         star K3III
  475                        13 24 00.5   -64 32 09    4.53         star G6II
  476 Bet Hor                02 58 47.8   -64 04 17    4.99         star A3III
  477                        05 32 59.6   -64 13 39    5.34         star G8III
  478                        10 46 16.5   -64 30 53    5.34         star B6V
  479                        09 57 15.2   -64 29 21    6.58         star K0III
  480                        13 25 13.9   -64 29 07    5.31  W      star F2III
  481                        10 42 14.0   -64 27 58    4.82         star B4V
  482 The Car                10 42 57.4   -64 23 40    2.76         star B0V
  483                        21 08 32.9   -63 55 44    5.76         star K0III
  484                        12 14 16.8   -64 24 31    6.22         star B1I
  485                        10 46 51.2   -64 22 59    4.85         star B3IV
  486                        12 28 18.9   -64 20 29    6.04         star A0V
  487                        11 58 47.7   -64 20 21    5.61         star A3I
  488                        05 51 23.0   -64 02 01    6.36         star G8III
  489                        10 46 29.7   -64 15 48    5.23  W      star B7IV
  490                        10 43 51.2   -64 14 56    5.77         star B2V
  491                        05 30 15.9   -63 55 40    6.19  W      star F0IV
  492 Iot TrA                16 27 57.3   -64 03 28    5.27  W      star F4IV
  493                        08 21 07.7   -64 06 22    6.12         star G6III
  494                        10 28 52.6   -64 10 19    5.29         star M0III
  495 Gam Hor                02 45 27.5   -63 42 16    5.74  W      star G8III
  496                        18 19 40.1   -63 53 13    6.18  W      star F9V
  497                        11 12 45.2   -64 10 11    5.23  W      star B8V
  498 Eta Cir                15 04 48.2   -64 01 54    5.17         star G8III
  499                        06 24 55.6   -63 49 40    6.27         star B6V
  500 Zet Cru                12 18 26.1   -64 00 10    4.04  W      star B2V
  501                        18 14 16.1   -63 41 21    6.47  W      star K4III
  502                        10 44 06.9   -63 57 40    4.82         star B5V
  503                        11 25 43.2   -63 58 22    5.17         star F7V
  504 Pi  Pav                18 08 34.7   -63 40 05    4.35         star A7
  505                        06 23 01.3   -63 40 59    6.27         star M1III
  506                        08 08 24.5   -63 48 04    6.28         star B6V
  507                        16 01 10.6   -63 46 35    6.41         star F8II
  508                        03 56 04.0   -63 27 49    6.14         star K1III
  509                        14 52 35.0   -63 48 36    5.87  I      star G3II
  510                        20 14 26.8   -63 24 57    6.09         star F0IV
  511 Del TrA                16 15 26.3   -63 41 07    3.85  W      star G2I
  512                        12 27 24.6   -63 47 21    6.00         star B8IV
  513                        11 49 41.1   -63 47 18    4.32         star B3V
  514 Eta Ret                04 21 53.3   -63 23 11    5.24         star G8III
  515                        05 07 34.0   -63 23 59    5.20         star M3III
  516                        22 52 09.9   -63 11 19    6.12  W      star K0III
  517                        15 09 25.4   -63 38 33    6.28         star A0
  518                        13 57 38.9   -63 41 12    4.71         star K1III
  519                        08 00 20.0   -63 34 03    4.82         star B3V
  520 Eps Cir                15 17 38.9   -63 36 38    4.86         star K2III
  521                        06 24 26.3   -63 25 44    6.46         star G3III
  522                        20 19 02.9   -63 13 52    6.27         star K0III
  523                        23 29 01.0   -63 06 39    5.68         star A0
  524 The Ret                04 17 40.2   -63 15 20    5.87  W      star B9III
  525                        04 44 57.9   -63 13 47    6.46         star K0III
  526 Bet3Tuc                00 32 43.8   -63 01 52    5.09  W      star A0V
  527 Bet TrA                15 55 08.4   -63 25 50    2.85  W      star F2III
  528 Bet2Tuc                00 31 33.6   -62 57 57    4.54  W      star A2V
  529                        23 57 19.9   -62 57 23    5.97         star A1IV
  530 Bet1Tuc                00 31 32.7   -62 57 28    4.37  W      star B9V
  531                        12 31 55.8   -63 30 22    5.95         star A8III
  532                        16 55 24.7   -63 16 11    6.02  W      star A0III
  533                        07 57 12.5   -63 17 48    6.14         star B8V
  534                        00 53 37.9   -62 52 17    5.70         star M4III
  535                        23 49 44.7   -62 50 22    6.59         star K5III
  536                        02 52 19.2   -62 54 34    6.03         star K1III
  537 Kap Ret                03 29 22.7   -62 56 15    4.72  W      star F5IV
  538                        07 12 02.0   -63 11 24    6.02  W      star A0IV
  539                        05 54 06.1   -63 05 24    4.65         star K1III
  540                        20 39 51.4   -62 54 27    6.22         star K1III
  541                        18 15 40.8   -63 03 19    5.60  W      star K0III
  542                        18 25 31.4   -63 01 16    6.14         star A3V
  543                        13 11 53.1   -63 18 10    6.33         star A8II
  544 The1Cru                12 03 01.5   -63 18 46    4.33  W      star A0
  545 Nu  Hor                02 49 01.5   -62 48 24    5.26         star A2V
  546                        16 25 21.9   -63 07 29    6.15         star A1V
  547                        11 54 59.8   -63 16 44    5.91         star A3I
  548                        17 28 07.6   -63 02 10    6.24         star B7V
  549                        23 14 06.6   -62 42 00    6.12         star G8V
  550                        14 08 14.3   -63 12 28    6.40         star G8III
  551                        04 33 34.0   -62 49 25    5.79  W      star K1III
  552 The2Cru                12 04 19.2   -63 09 56    4.72         star B2IV
  553                        18 56 54.6   -62 48 04    6.48         star K3III
  554                        12 26 30.9   -63 07 21    4.86  W      star B4IV
  555 Alp2Cru                12 26 36.5   -63 05 57    1.73  W      star B1V
  556 Alp1Cru                12 26 35.9   -63 05 56    1.33  W      star B0IV
  557                        17 24 01.0   -62 51 50    5.70         star B2IV
  558                        02 33 33.6   -62 35 12    6.77         star B9V
  559                        12 42 50.3   -63 03 30    5.31         star B1III
  560                        00 44 32.3   -62 29 52    6.07  W      star F5III
  561                        08 15 15.9   -62 54 57    5.16  W      star A2V
